node_id,graph_layer,node_type,canonical_label,source_paper_id,source_year,visible_year,source_section,evidence_location,evidence_quote,paraphrase,confidence,is_inferred,needs_human_check,notes
HPM059.benchmark.hubbard_square,evidence,benchmark,2D Hubbard model on square lattices,NQSC059,2021,2021,results,main.tex:424-437,[redacted_for_public_release],The paper benchmarks on 4 by 4 and 6 by 6 Hubbard systems.,high,false,false,""
HPM059.result.mvmc_comparable_better,evidence,result_claim,Determinant-free NN achieves comparable or slightly lower energy than mVMC,NQSC059,2021,2021,benchmark,main.tex:716-723,[redacted_for_public_release],The paper reports energy comparable to or better than mVMC in a 6 by 6 benchmark.,high,false,false,""
HPM059.future.large_scale_optimization,evidence,future_work,Develop more efficient optimization for larger-scale determinant-free fermionic NQS,NQSC059,2021,2021,concluding remarks,main.tex:736-737,[redacted_for_public_release],The conclusion leaves larger-scale applications and optimization techniques for future work.,high,false,false,""
HPM117.paper,evidence,paper,Autoregressive neural quantum states with quantum number symmetries,NQSC117,2023,2023,title,main.tex:77,[redacted_for_public_release],Paper node for symmetry-aware ANQS.,high,false,false,""
HPM117.problem.anqs_symmetry_sampling,evidence,problem,Standard autoregressive sampling makes quantum-number symmetries hard to incorporate,NQSC117,2023,2023,abstract,main.tex:90-93,[redacted_for_public_release],The paper frames symmetry-compliant autoregressive sampling as the key challenge.,high,false,false,""
HPM117.problem.postselection_waste,evidence,problem,Postselecting symmetry sectors wastes compute,NQSC117,2023,2023,symmetry-aware sampling,main.tex:204-208,[redacted_for_public_release],The paper explains why postselection is inefficient for ANQS.,high,false,false,""
HPM117.method.symmetry_aware_pruning,evidence,method,Polynomial physicality check prunes unphysical autoregressive subtrees,NQSC117,2023,2023,physicality evaluation algorithm,main.tex:211-216,[redacted_for_public_release],The method makes autoregressive sampling symmetry-aware by pruning impossible partial samples.,high,false,false,""
HPM117.method.z2_molecular_symmetries,evidence,method,Use molecular Z2 spatial symmetries with particle number and spin projection,NQSC117,2023,2023,molecular symmetries,main.tex:373-386,[redacted_for_public_release],The paper adds spatial Z2 symmetries to molecular ANQS.,high,false,false,""
HPM117.benchmark.molecules,evidence,benchmark,Electronic-structure calculations across multiple molecules,NQSC117,2023,2023,system description,main.tex:328-330,[redacted_for_public_release],The paper showcases the method on molecular electronic structure calculations.,high,false,false,""
HPM117.result.chemical_accuracy_speedup,evidence,result_claim,Symmetry-aware ANQS reaches chemical accuracy for all studied molecules with order-of-magnitude speedup,NQSC117,2023,2023,abstract,main.tex:94-96,[redacted_for_public_release],The paper reports chemical accuracy and large speedups relative to previous ANQS results.,high,false,false,""
HPM117.limitation.dus_sample_loss,evidence,limitation,DUS pruning can lose samples and stall larger-molecule optimization,NQSC117,2023,2023,loss of samples,main.tex:460-463,[redacted_for_public_release],The paper identifies a practical sampling risk for one pruning strategy.,high,false,false,""
HPM129.paper,evidence,paper,On Representing Electronic Wave Functions with Sign Equivariant Neural Networks,NQSC129,2024,2024,title,main.tex:10,[redacted_for_public_release],Paper node for sign equivariant neural networks in electronic wavefunctions.,high,false,false,""
HPM129.problem.expensive_neural_orbitals,evidence,problem,Neural orbital wavefunctions are accurate but computationally expensive,NQSC129,2024,2024,introduction,sections/introduction.tex:17-18,[redacted_for_public_release],The paper motivates cheaper alternatives to neural-orbital electronic wavefunctions.,high,false,false,""
HPM129.problem.many_determinants,evidence,problem,Classical Gaussian orbitals may require thousands to millions of determinants,NQSC129,2024,2024,introduction,sections/introduction.tex:19-20,[redacted_for_public_release],The paper identifies determinant count as a classical quantum-chemistry bottleneck.,high,false,false,""
HPM129.method.sign_equivariant_odd,evidence,method,Apply sign-equivariant odd functions to nonlinear combinations of determinants,NQSC129,2024,2024,introduction,sections/introduction.tex:22-31,[redacted_for_public_release],The method explores sign-equivariant functions on determinant inputs.,high,false,false,""
HPM129.benchmark.casscf_ferminet,evidence,benchmark,"CASSCF and FermiNet wavefunctions on LiH, Li2, and N2 states",NQSC129,2024,2024,experiments,sections/experiments.tex:4-5,[redacted_for_public_release],The paper evaluates sign-equivariant functions on CASSCF and FermiNet inputs.,high,false,false,""
HPM129.result.jastrow_equivalence,evidence,result_claim,Algebraic sign-equivariant construction reduces to a Jastrow factor,NQSC129,2024,2024,abstract,main.tex:26,[redacted_for_public_release],The paper reports a theoretical limitation of the proposed construction.,high,false,false,""
HPM129.result.no_advantage,evidence,result_claim,Sign-equivariant functions show little to no advantage in the studied setting,NQSC129,2024,2024,abstract,main.tex:26,[redacted_for_public_release],The paper reports no clear empirical or theoretical advantage.,high,false,false,""
HPM129.limitation.numerical_instability,evidence,limitation,Odd functions cause numerical instabilities and degraded performance at larger size,NQSC129,2024,2024,conclusion,sections/conclusion.tex:4-6,[redacted_for_public_release],The conclusion identifies optimization instability and worsened energies as practical limitations.,high,false,false,""
CSSA024.paper,evidence,paper,Ab-Initio Solution of the Many-Electron Schrodinger Equation with Deep Neural Networks,NQSC024,2019,2019,title,text/1909.02487/main.tex:22,[redacted_for_public_release],Paper node for the FermiNet ab-initio electronic-structure work.,high,false,false,""
CSSA024.problem.wavefunction_tradeoff,evidence,problem,Electronic-structure ansatzes trade efficiency against accuracy,NQSC024,2019,2019,abstract,text/1909.02487/main.tex:32,[redacted_for_public_release],The paper frames wavefunction approximation as the key efficiency-accuracy bottleneck.,high,false,false,""
CSSA024.problem.fermi_dirac,evidence,problem,Electronic-structure neural wavefunctions must obey Fermi-Dirac antisymmetry,NQSC024,2019,2019,abstract,text/1909.02487/main.tex:32,[redacted_for_public_release],The paper stresses that electronic NQS need fermionic antisymmetry.,high,false,false,""
CSSA024.method.ferminet,evidence,method,FermiNet as a determinant of permutation-equivariant multi-electron orbitals,NQSC024,2019,2019,Fermionic Neural Network Architecture,text/1909.02487/main.tex:131,[redacted_for_public_release],FermiNet replaces fixed single-electron orbitals with learned permutation-equivariant multi-electron functions in determinants.,high,false,false,""
CSSA024.method.distance_features_cusps,evidence,method,Distance features encode cusp-relevant non-smooth behavior,NQSC024,2019,2019,Fermionic Neural Network Architecture,text/1909.02487/main.tex:133,[redacted_for_public_release],The architecture uses electron-nuclear and electron-electron distances to capture correlations and cusps.,high,false,false,""
CSSA024.method.kfac_vmc,evidence,method,KFAC-style natural-gradient optimization for FermiNet VMC,NQSC024,2019,2019,Wavefunction optimization,text/1909.02487/main.tex:229-234,[redacted_for_public_release],The paper optimizes FermiNet with a KFAC approximation related to natural gradient and stochastic reconfiguration.,high,false,false,""
CSSA024.benchmark.strong_correlation,evidence,benchmark,N2 dissociation and hydrogen chain as strongly correlated benchmarks,NQSC024,2019,2019,abstract,text/1909.02487/main.tex:32,[redacted_for_public_release],The benchmark set emphasizes stretched molecular systems beyond easy equilibrium geometries.,high,false,false,""
CSSA024.result.outperforms_ccsd,evidence,result_claim,FermiNet outperforms coupled cluster on challenging dissociation curves,NQSC024,2019,2019,abstract,text/1909.02487/main.tex:32,[redacted_for_public_release],The paper claims higher accuracy than coupled cluster for N2 and hydrogen-chain dissociation.,high,false,false,""
CSSA024.limitation.scaling_unknown,evidence,limitation,Constant-accuracy scaling of FermiNet remains unresolved,NQSC024,2019,2019,Scaling and Computation Time,text/1909.02487/main.tex:450,[redacted_for_public_release],The paper leaves open how network and sampling sizes must scale with system size.,high,false,false,""
CSSA024.future.projector_qmc,evidence,future_work,FermiNet could serve as a trial wavefunction for projector QMC,NQSC024,2019,2019,Discussion,text/1909.02487/main.tex:475,[redacted_for_public_release],The discussion identifies projector QMC trial functions as a future use of FermiNet.,high,false,false,""
CSSA025.paper,evidence,paper,Deep neural network solution of the electronic Schrodinger equation,NQSC025,2019,2019,title,text/1909.08423/preprint.tex:34-35,[redacted_for_public_release],Paper node for the PauliNet deep QMC work.,high,false,false,""
CSSA025.problem.cost_scaling,evidence,problem,High-accuracy electronic-structure methods become too costly with electron number,NQSC025,2019,2019,Introduction,text/1909.08423/text.tex:27-29,[redacted_for_public_release],The paper motivates PauliNet by the steep scaling of accurate quantum chemistry.,high,false,false,""
CSSA025.problem.nodal_surface,evidence,problem,Standard real-space QMC needs many determinants to improve nodal surfaces,NQSC025,2019,2019,Introduction,text/1909.08423/text.tex:59-60,[redacted_for_public_release],The paper identifies nodal-surface quality as a determinant-count bottleneck.,high,false,false,""
CSSA025.method.paulinetsjb,evidence,method,PauliNet multi-determinant Slater-Jastrow-backflow neural ansatz,NQSC025,2019,2019,Deep neural network electronic wave function ansatz,text/1909.08423/text.tex:126-128,[redacted_for_public_release],"PauliNet combines Slater determinants, Jastrow/backflow structure, cusp conditions, and neural networks.",high,false,false,""
CSSA025.assumption.physical_priors,evidence,assumption,Built-in physics is essential for robust efficient PauliNet optimization,NQSC025,2019,2019,Introduction,text/1909.08423/text.tex:79-81,[redacted_for_public_release],"The method assumes physical constraints help accuracy, robustness, and efficiency.",high,false,false,""
CSSA025.method.schnet_backflow,evidence,method,SchNet-style invariant Jastrow and equivariant backflow networks,NQSC025,2019,2019,Robust deep Jastrow factor and backflow,text/1909.08423/text.tex:211-230,[redacted_for_public_release],PauliNet adapts SchNet graph convolutions to produce symmetric Jastrow and equivariant backflow functions.,high,false,false,""
CSSA025.benchmark.deepwf_set,evidence,benchmark,"H2, LiH, Be, B, and H10 test systems",NQSC025,2019,2019,Approaching exact solution with few determinants,text/1909.08423/text.tex:279-280,[redacted_for_public_release],"The paper tests PauliNet on small molecules, atoms, and a strongly correlated hydrogen chain.",high,false,false,""
CSSA025.result.correlation_energy,evidence,result_claim,PauliNet recovers 97 to 99.9 percent correlation energy on test systems,NQSC025,2019,2019,Approaching exact solution with few determinants,text/1909.08423/text.tex:281-284,[redacted_for_public_release],"The paper reports high correlation-energy recovery and better accuracy than SD-VMC, SD-DMC, and DeepWF on studied systems.",high,false,false,""
CSSA025.interpretation.few_determinants,evidence,interpretation,Deep learning reduces determinant requirements in real-space QMC,NQSC025,2019,2019,Approaching exact solution with few determinants,text/1909.08423/text.tex:291-293,[redacted_for_public_release],The authors interpret the results as evidence that deep learning can reduce determinant counts.,high,false,false,""
CSSA025.future.shared_protocol,evidence,future_work,Shared efficiency protocol is needed for DNN wavefunction ansatzes,NQSC025,2019,2019,Discussion,text/1909.08423/text.tex:359-363,[redacted_for_public_release],The paper calls for a common accuracy-per-compute evaluation protocol.,high,false,false,""
CSSA025.limitation.strong_corr_stretch,evidence,limitation,Stretched H10 reduces recovered correlation energy,NQSC025,2019,2019,Capturing strong correlation,text/1909.08423/text.tex:331-332,[redacted_for_public_release],The paper notes lower performance for stretched strongly correlated H10.,high,false,false,""
CSSA051.paper,evidence,paper,Simulations of state-of-the-art fermionic neural network wave functions with diffusion Monte Carlo,NQSC051,2021,2021,title,text/2103.12570v2/main.tex:59,[redacted_for_public_release],Paper node for the FermiNet* plus DMC study.,high,false,false,""
CSSA051.problem.projector_refinement,evidence,problem,Neural fermionic trial wavefunctions invite DMC improvement,NQSC051,2021,2021,abstract,text/2103.12570v2/main.tex:97,[redacted_for_public_release],The paper targets improving FermiNet results by applying DMC.,high,false,false,""
CSSA051.problem.efficiency_tuning,evidence,problem,Fermionic NQS still need efficiency and size tuning,NQSC051,2021,2021,Related Work,text/2103.12570v2/main.tex:646,[redacted_for_public_release],The paper identifies efficiency and network-size understanding as open issues.,high,false,false,""
CSSA051.method.ferminetstar,evidence,method,FermiNet* resource-reduced FermiNet implementation,NQSC051,2021,2021,Fermi Net*,text/2103.12570v2/main.tex:442,[redacted_for_public_release],FermiNet* alters the FermiNet implementation to reduce operation count and wall time.,high,false,false,""
CSSA051.method.dmc,evidence,method,Diffusion Monte Carlo applied after FermiNet* VMC optimization,NQSC051,2021,2021,Diffusion Monte Carlo,text/2103.12570v2/main.tex:543-554,[redacted_for_public_release],The study applies a simplified DMC implementation to FermiNet* trial wavefunctions.,high,false,false,""
CSSA051.benchmark.atoms,evidence,benchmark,Second-period atoms Be-Ne and carbon cation,NQSC051,2021,2021,abstract,text/2103.12570v2/main.tex:97,[redacted_for_public_release],The benchmark set covers atoms Be-Ne and C+.,high,false,false,""
CSSA051.result.dmc_sota,evidence,result_claim,FermiNet* plus DMC matches or exceeds state of the art on all systems,NQSC051,2021,2021,Results and Discussion,text/2103.12570v2/main.tex:595,[redacted_for_public_release],The paper reports state-of-the-art DMC-refined energies across the studied atoms.,high,false,false,""
CSSA051.result.speedup_impl,evidence,result_claim,Pairwise-removal and stream-splitting reduce FermiNet wall time,NQSC051,2021,2021,Fermi Net*,text/2103.12570v2/main.tex:451-487,[redacted_for_public_release],The implementation changes yield a modest but measurable speed improvement.,high,false,false,""
CSSA051.limitation.autocorr_errorbars,evidence,limitation,DMC improves energy but can increase error bars through autocorrelation,NQSC051,2021,2021,Results and Discussion,text/2103.12570v2/main.tex:616-618,[redacted_for_public_release],The paper flags DMC autocorrelation and anomalous walker behavior as analysis risks.,high,false,false,""
CSSA051.future.mixed_precision,evidence,future_work,Mixed precision schedules may improve late-stage optimization,NQSC051,2021,2021,Future Work,text/2103.12570v2/main.tex:650,[redacted_for_public_release],The authors propose precision schedules as a possible improvement.,high,false,false,""
CSSA051.future.adaptive_kfac,evidence,future_work,Stable adaptive KFAC techniques are needed for better optimization,NQSC051,2021,2021,Future Work,text/2103.12570v2/main.tex:652,[redacted_for_public_release],The paper calls for more adaptive KFAC-style optimization in fermionic NQS.,high,false,false,""
CSSA145.paper,evidence,paper,Neural quantum states and peaked molecular wave functions: curse or blessing?,NQSC145,2024,2024,title,text/2408.07625v1/main.tex:392,[redacted_for_public_release],Paper node for the peaked-molecular-wavefunction ANQS quantum chemistry study.,high,false,false,""
CSSA145.problem.peaked_hamiltonian,evidence,problem,Molecular NQS faces peaked Born distributions and many Hamiltonian terms,NQSC145,2024,2024,abstract,text/2408.07625v1/main.tex:408-410,[redacted_for_public_release],The paper frames sampling peakedness and Hamiltonian term count as the two central obstacles.,high,false,false,""
CSSA145.assumption.peaked_enough,evidence,assumption,A large enough unique-sample set works when the ground state is peaked enough,NQSC145,2024,2024,Results,text/2408.07625v1/main.tex:621-622,[redacted_for_public_release],The method rests on an assumption about peaked molecular wavefunctions and unique sampled states.,high,false,false,""
CSSA145.method.sampling_without_replacement,evidence,method,Autoregressive Gumbel sampling without replacement controls unique samples,NQSC145,2024,2024,Sampling without replacement,text/2408.07625v1/main.tex:535-538,[redacted_for_public_release],The method directly controls the number of unique ANQS samples by sampling without replacement.,high,false,false,""
CSSA145.method.local_energy_surrogate,evidence,method,Variational local-energy surrogate over sampled unique states,NQSC145,2024,2024,Streamlined local energy calculations,text/2408.07625v1/main.tex:547-559,[redacted_for_public_release],The paper evaluates an upper-bound variational energy from the sampled subspace.,high,false,false,""
CSSA145.method.prefix_tree,evidence,method,Prefix-tree coupled-pair search for local energy evaluation,NQSC145,2024,2024,Improved asymptotic complexity,text/2408.07625v1/main.tex:581-585,[redacted_for_public_release],The paper uses trie structure to exploit coupling sparsity among sampled configurations.,high,false,false,""
CSSA145.method.sr_unique,evidence,method,ANQS-tailored stochastic reconfiguration over high-probability unique samples,NQSC145,2024,2024,ANQS-tailored stochastic reconfiguration,text/2408.07625v1/main.tex:598-606,[redacted_for_public_release],The paper modifies SR by using renormalized probabilities and a small high-probability subset.,high,false,false,""
CSSA145.method.gpu_compression,evidence,method,Compressed bitwise GPU implementation for sampled basis vectors,NQSC145,2024,2024,GPU implementation,text/2408.07625v1/main.tex:612-615,[redacted_for_public_release],The implementation uses compressed integer basis vectors and bitwise operations for GPU acceleration.,high,false,false,""
CSSA145.benchmark.large_molecules,evidence,benchmark,Li/Be compounds and C2 beyond exact diagonalization regimes,NQSC145,2024,2024,Results,text/2408.07625v1/main.tex:668-685,[redacted_for_public_release],"The benchmarks include larger Li/Be compounds and C2 in cc-pVDZ, including Hilbert spaces beyond FCI practicality.",high,false,false,""
CSSA145.result.speedup_scale,evidence,result_claim,Single-GPU ANQS reaches large Hilbert spaces with major speedups,NQSC145,2024,2024,abstract,text/2408.07625v1/main.tex:414-415,[redacted_for_public_release],The paper reports faster single-GPU simulations up to 118 qubits and roughly 10^15 determinants.,high,false,false,""
CSSA145.interpretation.peaked_blessing,evidence,interpretation,Peaked molecular wavefunctions can be exploited rather than merely mitigated,NQSC145,2024,2024,Discussion,text/2408.07625v1/main.tex:726-729,[redacted_for_public_release],The authors reinterpret peakedness as a source of sampling efficiency.,high,false,false,""
CSSA145.limitation.c2,evidence,limitation,C2 remains hard despite increased unique samples,NQSC145,2024,2024,C2 molecule in cc-pvdz basis set,text/2408.07625v1/main.tex:685-687,[redacted_for_public_release],The C2 benchmark exposes a limitation of the current ANQS strategy.,high,false,false,""
CSSA145.future.scaling_architecture,evidence,future_work,Multi-GPU scaling and fermionic architectures are future improvement paths,NQSC145,2024,2024,Discussion,text/2408.07625v1/main.tex:734-738,[redacted_for_public_release],The paper proposes multi-GPU parallelization and better fermionic architectures as future directions.,high,false,false,""
CSSA170.paper,evidence,paper,Large-scale Neural Network Quantum States for ab initio Quantum Chemistry Simulations on Fugaku,NQSC170,2025,2025,title,text/2506.23809v1/conference_101719.tex:12,[redacted_for_public_release],Paper node for the Fugaku large-scale NQS framework.,high,false,false,""
CSSA170.problem.scalability_barriers,evidence,problem,"Large-scale NQS training hits sampling, local-energy, and transformer-cache barriers",NQSC170,2025,2025,abstract,text/2506.23809v1/sec/abstract.tex:6,[redacted_for_public_release],The paper frames large-scale molecular NQS as blocked by compute and memory scalability.,high,false,false,""
CSSA170.method.sampling_parallelism,evidence,method,Multi-stage memory-stable sampling parallelism with hybrid BFS/DFS,NQSC170,2025,2025,Scalable and Memory-stable Sampling Parallelism,text/2506.23809v1/sec/innovation.tex:16,[redacted_for_public_release],The framework partitions sampling work hierarchically and controls memory with a hybrid sampling scheme.,high,false,false,""
CSSA170.method.energy_parallelism,evidence,method,MPI/OpenMP/SIMD multi-level local-energy parallelism,NQSC170,2025,2025,Multi-level Energy Calculation Parallelism,text/2506.23809v1/sec/innovation.tex:146-148,[redacted_for_public_release],"The framework parallelizes local energy across samples, threads, and vector lanes.",high,false,false,""
CSSA170.method.cache_optimization,evidence,method,Cache-centric transformer KV-cache pooling and selective recomputation,NQSC170,2025,2025,Cache-Centric Optimization for Transformers,text/2506.23809v1/sec/innovation.tex:227-230,[redacted_for_public_release],"The framework manages transformer KVCache memory with fixed pooling, recomputation, and lazy expansion.",high,false,false,""
CSSA170.benchmark.fugaku_systems,evidence,benchmark,"Fugaku tests on N2, Fe2S2, H50, and benzene-scale systems",NQSC170,2025,2025,Evaluation,text/2506.23809v1/sec/eval.tex:59-60,[redacted_for_public_release],The evaluation spans increasing spin-orbital counts including strongly correlated and molecular benchmarks.,high,false,false,""
CSSA170.result.precision_validation,evidence,result_claim,Framework reproduces FCI-level ground-state energies on validation molecules,NQSC170,2025,2025,Precision and Performance Validation,text/2506.23809v1/sec/eval.tex:18-19,[redacted_for_public_release],"The framework is validated against accurate FCI-like energies for N2, PH3, and LiCl.",high,false,false,""
CSSA170.result.overall_speedup,evidence,result_claim,Fugaku framework reaches up to 8.41x speedup and high parallel efficiency,NQSC170,2025,2025,abstract,text/2506.23809v1/sec/abstract.tex:6,[redacted_for_public_release],The paper reports large end-to-end speedup and high scaling efficiency.,high,false,false,""
CSSA170.result.memory_sampling,evidence,result_claim,Memory-stable sampling scales to 1.024e7 samples without OOM,NQSC170,2025,2025,Sampling Parallelism,text/2506.23809v1/sec/eval.tex:80-82,[redacted_for_public_release],The sampling method controls peak memory while scaling sample count.,high,false,false,""
CSSA170.result.energy_speedup,evidence,result_claim,SIMD plus OpenMP gives up to 20.8x local-energy speedup for H50,NQSC170,2025,2025,Energy Parallelism,text/2506.23809v1/sec/eval.tex:116-119,[redacted_for_public_release],The evaluation reports local-energy speedups from vectorization and threading.,high,false,false,""
CSSA170.future.exascale,evidence,future_work,Framework informs next-generation exascale hybrid HPC-AI workloads,NQSC170,2025,2025,Conclusion,text/2506.23809v1/sec/conclusion.tex:3,[redacted_for_public_release],The conclusion positions the work as guidance for future exascale NQS workloads.,high,false,false,""
NQSC069.paper,evidence,paper,Explicitly antisymmetrized neural network layers for variational Monte Carlo simulation,NQSC069,2021,2021,title,text/2112.03491/main.tex:8,[redacted_for_public_release],"Paper node for Lin, Goldshlager, and Lin on explicitly antisymmetrized layers in neural VMC.",high,false,false,""
NQSC069.problem.antisymmetry_layer_expressivity,evidence,problem,Effectiveness and expressiveness of antisymmetric neural-network layers remained unclear,NQSC069,2021,2021,Introduction,text/2112.03491/sections/intro.tex:13-18,[redacted_for_public_release],The paper frames limited understanding of FermiNet-like antisymmetric layers as the key problem.,high,false,false,""
NQSC069.method.generic_antisymmetric_layer,evidence,method,Generic antisymmetric layer replaces FermiNet determinant product with explicit antisymmetrization,NQSC069,2021,2021,Generic antisymmetric neural network layer,text/2112.03491/sections/architecture.tex:128-133,[redacted_for_public_release],The GA ansatz explicitly antisymmetrizes a feed-forward network over spin sectors.,high,false,false,""
NQSC069.method.full_determinant_ferminet,evidence,method,Full determinant FermiNet treats pseudospin components with one concatenated determinant,NQSC069,2021,2021,Full determinant FermiNet,text/2112.03491/sections/architecture.tex:205-222,[redacted_for_public_release],The paper tests full determinant mode as a more flexible FermiNet variant.,high,false,false,""
NQSC069.benchmark.small_atoms_h4_n2,evidence,benchmark,"Small atoms, square H4, and stretched nitrogen molecule benchmark antisymmetric layers",NQSC069,2021,2021,Numerical Experiments,text/2112.03491/sections/numerics.tex:34-36,[redacted_for_public_release],"The experiments compare architectures on atoms, square H4, and stretched N2.",high,false,false,""
NQSC069.result.ga_accuracy,evidence,result_claim,FermiNet-GA attains highly accurate energies on small systems,NQSC069,2021,2021,Performance: atomic systems,text/2112.03491/sections/numerics.tex:36,[redacted_for_public_release],The GA layer with Jastrow recovers high fractions of correlation energy on atoms.,high,false,false,""
NQSC069.interpretation.sum_products_limit,evidence,interpretation,Sum-of-products pseudospin structure limits standard FermiNet expressiveness,NQSC069,2021,2021,Performance: atomic systems,text/2112.03491/sections/numerics.tex:38,[redacted_for_public_release],The authors interpret FA and FermiNet comparisons as evidence that the product/sum structure is limiting.,high,false,false,""
NQSC069.limitation.factorial_sign_cancellation,evidence,limitation,Explicit antisymmetrization suffers factorial scaling and sign-cancellation instability,NQSC069,2021,2021,Numerical stability and computational cost of the antisymmetric layer,text/2112.03491/sections/appendix.tex:106,[redacted_for_public_release],The explicit antisymmetry diagnostic cannot scale to large systems because of factorial cost and numerical instability.,high,false,false,""
NQSC069.future.full_determinant_universality,evidence,future_work,Further explore universality properties of full determinant FermiNet,NQSC069,2021,2021,Discussion,text/2112.03491/sections/discussion.tex:15-17,[redacted_for_public_release],The authors identify full determinant universality and optimization as future work.,high,false,false,""
NQSC071.paper,evidence,paper,Neural-Network Quantum States for Periodic Systems in Continuous Space,NQSC071,2021,2021,title,text/2112.11957v1/DeepSets.tex:24,[redacted_for_public_release],Paper node for Pescia et al. on periodic continuous-space NQS.,high,false,false,""
NQSC071.problem.periodic_continuous_nqs,evidence,problem,Continuous-space NQS need to encode periodicity while preserving permutation invariance,NQSC071,2021,2021,Introduction,text/2112.11957v1/DeepSets.tex:50,[redacted_for_public_release],The paper motivates periodic continuous-space NQS as an unresolved methodological need.,high,false,false,""
NQSC071.regime.periodic_strongly_correlated,evidence,regime,Strongly correlated periodic systems in continuous space,NQSC071,2021,2021,Introduction,text/2112.11957v1/DeepSets.tex:52,[redacted_for_public_release],The paper positions periodic continuous-space systems as the target physical regime.,high,false,false,""
NQSC071.method.periodic_fourier_coordinates,evidence,method,Truncated periodic Fourier coordinate map for periodic boundary conditions,NQSC071,2021,2021,Periodic Boundary Conditions (PBCs),text/2112.11957v1/DeepSets.tex:71-80,[redacted_for_public_release],The ansatz periodizes particle coordinates using Fourier features and periodic distance surrogates.,high,false,false,""
NQSC071.method.deepsets_permutation_invariant,evidence,method,Deep Sets long-range neural ansatz enforces permutation invariance,NQSC071,2021,2021,Variational Ansatz,text/2112.11957v1/DeepSets.tex:90-96,[redacted_for_public_release],The long-range part uses Deep Sets pooling to represent permutation-invariant bosonic wave functions.,high,false,false,""
NQSC071.benchmark.helium_gaussian_cores,evidence,benchmark,One- and two-dimensional Gaussian cores and one-dimensional helium benchmarks,NQSC071,2021,2021,Results,text/2112.11957v1/DeepSets.tex:130-132,[redacted_for_public_release],The paper evaluates the ansatz on periodic helium and Gaussian-core systems.,high,false,false,""
NQSC071.result.one_dimensional_accuracy,evidence,result_claim,Two-body Deep Sets agrees closely with DMC in one-dimensional periodic systems,NQSC071,2021,2021,Helium,text/2112.11957v1/DeepSets.tex:151-152,[redacted_for_public_release],The authors report close energy and radial-distribution agreement with DMC for one-dimensional cases.,high,false,false,""
NQSC071.limitation.two_dimensional_dmc_gap,evidence,limitation,Two-dimensional Gaussian-core accuracy remains below DMC,NQSC071,2021,2021,Influence of Network Architecture,text/2112.11957v1/DeepSets.tex:253,[redacted_for_public_release],The authors state that widening the network alone does not close the 2D DMC gap.,high,false,false,""
NQSC071.future.locality_symmetry_fermions,evidence,future_work,"Alter periodic NQS for locality, additional symmetries, and fermionic systems",NQSC071,2021,2021,Discussion,text/2112.11957v1/DeepSets.tex:268,[redacted_for_public_release],The paper proposes future architecture changes and possible fermionic use of the symmetric component.,high,false,false,""
NQSC106.paper,evidence,paper,Message-Passing Neural Quantum States for the Homogeneous Electron Gas,NQSC106,2023,2023,title,text/2305.07240v3/main.tex:25,[redacted_for_public_release],Paper node for Pescia et al. on MP-NQS for HEG.,high,false,false,""
NQSC106.problem.parameter_scaling_thermodynamic_limit,evidence,problem,Continuous-space NQS parameter complexity limits system size and thermodynamic extrapolation,NQSC106,2023,2023,Introduction,text/2305.07240v3/main.tex:69,[redacted_for_public_release],The paper frames parameter complexity and limited system size as a barrier to thermodynamic-limit physics.,high,false,false,""
NQSC106.method.mp_nqs_backflow,evidence,method,MP-NQS uses permutation-equivariant message passing to build many-body backflow coordinates,NQSC106,2023,2023,Message-Passing Neural Quantum States,text/2305.07240v3/main.tex:107-108,[redacted_for_public_release],The method parameterizes backflow coordinates with a permutation-equivariant MPNN.,high,false,false,""
NQSC106.method.particle_attention,evidence,method,Particle attention increases embedded many-body correlations per message-passing step,NQSC106,2023,2023,Message-Passing Neural Quantum States,text/2305.07240v3/main.tex:121-128,[redacted_for_public_release],The MPNN updates use particle attention to capture correlations efficiently.,high,false,false,""
NQSC106.regime.heg_density_system_size,evidence,regime,"Three-dimensional HEG across densities $r_s \\in [1,200]$ up to $N=128$ electrons",NQSC106,2023,2023,Results,text/2305.07240v3/main.tex:172-173,[redacted_for_public_release],The experiments cover polarized and unpolarized HEG across density and size regimes.,high,false,false,""
NQSC106.benchmark.nqs_dmc_heg,evidence,benchmark,"HEG benchmarks against FermiNet, WAPNet, BF-DMC, FN-DMC, FCI, and DCD",NQSC106,2023,2023,Results,text/2305.07240v3/main.tex:173-174,[redacted_for_public_release],The paper benchmarks MP-NQS against NQS and QMC/chemistry baselines.,high,false,false,""
NQSC106.evaluation.chemical_accuracy_nodal_dmc,evidence,evaluation,Chemical-accuracy energy threshold and fixed-node DMC nodal-surface comparison,NQSC106,2023,2023,Results,text/2305.07240v3/main.tex:174,[redacted_for_public_release],The evaluation uses chemical-accuracy-scale energy differences and fixed-node DMC comparisons.,high,false,false,""
NQSC106.result.parameter_reduction_accuracy,evidence,result_claim,MP-NQS reaches comparable or better HEG accuracy with orders fewer parameters,NQSC106,2023,2023,Conclusions,text/2305.07240v3/main.tex:194,[redacted_for_public_release],The authors report state-of-the-art accuracy with much lower parameter complexity.,high,false,false,""
