edge_id,graph_layer,source_node_id,target_node_id,relation_type,evidence_paper_id,evidence_year,visible_year,evidence_source_type,evidence_location,evidence_quote,confidence,is_inferred,needs_human_check,notes
CITE.NQSC164.NQSC090,citation,NQSC164.paper,APW090.paper,paper_cites_paper,NQSC164,2025,2025,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2506.00155v3/main-update-w-supp.bbl:227,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC090
CITE.NQSC164.NQSC011,citation,NQSC164.paper,HPM011.paper,paper_cites_paper,NQSC164,2025,2025,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2506.00155v3/main-update-w-supp.bbl:75,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC011
CITE.NQSC164.NQSC106,citation,NQSC164.paper,NQSC106.paper,paper_cites_paper,NQSC164,2025,2025,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2506.00155v3/main-update-w-supp.bbl:129,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC106
CITE.NQSC170.NQSC085,citation,CSSA170.paper,OPW085.paper,paper_cites_paper,NQSC170,2025,2025,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2506.23809v1/conference_101719.bbl:82,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC085
CITE.NQSC170.NQSC109,citation,CSSA170.paper,OPW109.paper,paper_cites_paper,NQSC170,2025,2025,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2506.23809v1/conference_101719.bbl:54,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC109
CITE.NQSC170.NQSC034,citation,CSSA170.paper,APW034.paper,paper_cites_paper,NQSC170,2025,2025,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2506.23809v1/conference_101719.bbl:41,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC034
CITE.NQSC170.NQSC090,citation,CSSA170.paper,APW090.paper,paper_cites_paper,NQSC170,2025,2025,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2506.23809v1/conference_101719.bbl:60,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC090
CITE.NQSC199.NQSC090,citation,NQSC199.paper,APW090.paper,paper_cites_paper,NQSC199,2026,2026,reference_list,extraction_waves/chemistry_sampling_symmetry_wave_v0/text/2601.06939v1/main.bbl:77,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC090
CITE.NQSC013.NQSC004,citation,DTO013.paper,FWP004.paper,paper_cites_paper,NQSC013,2018,2018,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/1810.10584/citation_backfill_thebibliography.bbl:306,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC004
CITE.NQSC013.NQSC001,citation,DTO013.paper,APW001.paper,paper_cites_paper,NQSC013,2018,2018,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/1810.10584/citation_backfill_thebibliography.bbl:223,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC001
CITE.NQSC013.NQSC077,citation,DTO013.paper,DTO077.paper,paper_cites_paper,NQSC013,2018,2018,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/1810.10584/citation_backfill_thebibliography.bbl:184,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC077
CITE.NQSC014.NQSC004,citation,DTO014.paper,FWP004.paper,paper_cites_paper,NQSC014,2018,2018,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/1812.09329v2/main.bbl:160,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC004
CITE.NQSC014.NQSC001,citation,DTO014.paper,APW001.paper,paper_cites_paper,NQSC014,2018,2018,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/1812.09329v2/main.bbl:112,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC001
CITE.NQSC014.NQSC007,citation,DTO014.paper,HPM007.paper,paper_cites_paper,NQSC014,2018,2018,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/1812.09329v2/main.bbl:106,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC007
CITE.NQSC014.NQSC013,citation,DTO014.paper,DTO013.paper,paper_cites_paper,NQSC014,2018,2018,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/1812.09329v2/main.bbl:54,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC013
CITE.NQSC014.NQSC077,citation,DTO014.paper,DTO077.paper,paper_cites_paper,NQSC014,2018,2018,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/1812.09329v2/main.bbl:43,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC077
CITE.NQSC015.NQSC016,citation,DTO015.paper,OPW016.paper,paper_cites_paper,NQSC015,2019,2019,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/1902.05131/RBM_Lindblad_arxiv.bbl:693,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC016
CITE.NQSC015.NQSC013,citation,DTO015.paper,DTO013.paper,paper_cites_paper,NQSC015,2019,2019,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/1902.05131/RBM_Lindblad_arxiv.bbl:436,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC013
CITE.NQSC019.NQSC010,citation,DTO019.paper,HPM010.paper,paper_cites_paper,NQSC019,2019,2019,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/1904.05902/citation_backfill_thebibliography.bbl:141,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC010
CITE.NQSC019.NQSC013,citation,DTO019.paper,DTO013.paper,paper_cites_paper,NQSC019,2019,2019,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/1904.05902/citation_backfill_thebibliography.bbl:133,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC013
CITE.NQSC019.NQSC077,citation,DTO019.paper,DTO077.paper,paper_cites_paper,NQSC019,2019,2019,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/1904.05902/citation_backfill_thebibliography.bbl:48,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC077
CITE.NQSC031.NQSC004,citation,DTO031.paper,FWP004.paper,paper_cites_paper,NQSC031,2019,2019,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/1912.08831v4/nnqs_time_evolution.bbl:143,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC004
CITE.NQSC031.NQSC001,citation,DTO031.paper,APW001.paper,paper_cites_paper,NQSC031,2019,2019,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/1912.08831v4/nnqs_time_evolution.bbl:83,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC001
CITE.NQSC031.NQSC030,citation,DTO031.paper,HPM030.paper,paper_cites_paper,NQSC031,2019,2019,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/1912.08831v4/nnqs_time_evolution.bbl:170,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC030
CITE.NQSC040.NQSC003,citation,DTO040.paper,HPM003.paper,paper_cites_paper,NQSC040,2020,2020,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2008.03240/qst-cgan-arXiv_v2.bbl:1038,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC003
CITE.NQSC040.NQSC007,citation,DTO040.paper,HPM007.paper,paper_cites_paper,NQSC040,2020,2020,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2008.03240/qst-cgan-arXiv_v2.bbl:1013,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC007
CITE.NQSC040.NQSC010,citation,DTO040.paper,HPM010.paper,paper_cites_paper,NQSC040,2020,2020,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2008.03240/qst-cgan-arXiv_v2.bbl:815,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC010
CITE.NQSC040.NQSC013,citation,DTO040.paper,DTO013.paper,paper_cites_paper,NQSC040,2020,2020,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2008.03240/qst-cgan-arXiv_v2.bbl:754,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC013
CITE.NQSC040.NQSC019,citation,DTO040.paper,DTO019.paper,paper_cites_paper,NQSC040,2020,2020,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2008.03240/qst-cgan-arXiv_v2.bbl:833,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC019
CITE.NQSC040.NQSC077,citation,DTO040.paper,DTO077.paper,paper_cites_paper,NQSC040,2020,2020,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2008.03240/qst-cgan-arXiv_v2.bbl:782,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC077
CITE.NQSC041.NQSC004,citation,DTO041.paper,FWP004.paper,paper_cites_paper,NQSC041,2020,2020,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2009.00019/Integrated_version_for_arxiv.bbl:742,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC004
CITE.NQSC041.NQSC016,citation,DTO041.paper,OPW016.paper,paper_cites_paper,NQSC041,2020,2020,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2009.00019/Integrated_version_for_arxiv.bbl:476,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC016
CITE.NQSC041.NQSC001,citation,DTO041.paper,APW001.paper,paper_cites_paper,NQSC041,2020,2020,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2009.00019/Integrated_version_for_arxiv.bbl:779,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC001
CITE.NQSC041.NQSC026,citation,DTO041.paper,HPM026.paper,paper_cites_paper,NQSC041,2020,2020,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2009.00019/Integrated_version_for_arxiv.bbl:753,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC026
CITE.NQSC041.NQSC003,citation,DTO041.paper,HPM003.paper,paper_cites_paper,NQSC041,2020,2020,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2009.00019/Integrated_version_for_arxiv.bbl:544,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC003
CITE.NQSC041.NQSC030,citation,DTO041.paper,HPM030.paper,paper_cites_paper,NQSC041,2020,2020,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2009.00019/Integrated_version_for_arxiv.bbl:554,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC030
CITE.NQSC041.NQSC013,citation,DTO041.paper,DTO013.paper,paper_cites_paper,NQSC041,2020,2020,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2009.00019/Integrated_version_for_arxiv.bbl:519,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC013
CITE.NQSC041.NQSC015,citation,DTO041.paper,DTO015.paper,paper_cites_paper,NQSC041,2020,2020,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2009.00019/Integrated_version_for_arxiv.bbl:453,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC015
CITE.NQSC077.NQSC003,citation,DTO077.paper,HPM003.paper,paper_cites_paper,NQSC077,2022,2022,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2206.06736v1/citation_backfill_thebibliography.bbl:621,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC003
CITE.NQSC077.NQSC007,citation,DTO077.paper,HPM007.paper,paper_cites_paper,NQSC077,2022,2022,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2206.06736v1/citation_backfill_thebibliography.bbl:474,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC007
CITE.NQSC077.NQSC010,citation,DTO077.paper,HPM010.paper,paper_cites_paper,NQSC077,2022,2022,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2206.06736v1/citation_backfill_thebibliography.bbl:491,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC010
CITE.NQSC077.NQSC013,citation,DTO077.paper,DTO013.paper,paper_cites_paper,NQSC077,2022,2022,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2206.06736v1/citation_backfill_thebibliography.bbl:588,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC013
CITE.NQSC077.NQSC019,citation,DTO077.paper,DTO019.paper,paper_cites_paper,NQSC077,2022,2022,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2206.06736v1/citation_backfill_thebibliography.bbl:507,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC019
CITE.NQSC077.NQSC040,citation,DTO077.paper,DTO040.paper,paper_cites_paper,NQSC077,2022,2022,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2206.06736v1/citation_backfill_thebibliography.bbl:701,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC040
CITE.NQSC099.NQSC030,citation,DTO099.paper,HPM030.paper,paper_cites_paper,NQSC099,2023,2023,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2303.08184v2/main.bbl:365,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC030
CITE.NQSC103.NQSC002,citation,DTO103.paper,HPM002.paper,paper_cites_paper,NQSC103,2023,2023,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2305.01078v2/main.bbl:194,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC002
CITE.NQSC103.NQSC013,citation,DTO103.paper,DTO013.paper,paper_cites_paper,NQSC103,2023,2023,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2305.01078v2/main.bbl:446,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC013
CITE.NQSC103.NQSC031,citation,DTO103.paper,DTO031.paper,paper_cites_paper,NQSC103,2023,2023,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2305.01078v2/main.bbl:876,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC031
CITE.NQSC103.NQSC077,citation,DTO103.paper,DTO077.paper,paper_cites_paper,NQSC103,2023,2023,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2305.01078v2/main.bbl:184,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC077
CITE.NQSC110.NQSC034,citation,DTO110.paper,APW034.paper,paper_cites_paper,NQSC110,2023,2023,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2307.01840v2/manuscript.bbl:362,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC034
CITE.NQSC110.NQSC013,citation,DTO110.paper,DTO013.paper,paper_cites_paper,NQSC110,2023,2023,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2307.01840v2/manuscript.bbl:212,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC013
CITE.NQSC110.NQSC077,citation,DTO110.paper,DTO077.paper,paper_cites_paper,NQSC110,2023,2023,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2307.01840v2/manuscript.bbl:205,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC077
CITE.NQSC134.NQSC016,citation,DTO134.paper,OPW016.paper,paper_cites_paper,NQSC134,2024,2024,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2404.11093v4/bibrefs.bib:1902,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC016
CITE.NQSC134.NQSC034,citation,DTO134.paper,APW034.paper,paper_cites_paper,NQSC134,2024,2024,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2404.11093v4/bibrefs.bib:2122,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC034
CITE.NQSC134.NQSC030,citation,DTO134.paper,HPM030.paper,paper_cites_paper,NQSC134,2024,2024,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2404.11093v4/bibrefs.bib:1870,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC030
CITE.NQSC134.NQSC007,citation,DTO134.paper,HPM007.paper,paper_cites_paper,NQSC134,2024,2024,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2404.11093v4/bibrefs.bib:2107,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC007
CITE.NQSC134.NQSC015,citation,DTO134.paper,DTO015.paper,paper_cites_paper,NQSC134,2024,2024,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2404.11093v4/bibrefs.bib:1972,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC015
CITE.NQSC175.NQSC004,citation,DTO175.paper,FWP004.paper,paper_cites_paper,NQSC175,2025,2025,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2507.08418v4/bibliography.bib:544,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC004
CITE.NQSC175.NQSC078,citation,DTO175.paper,FWP078.paper,paper_cites_paper,NQSC175,2025,2025,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2507.08418v4/bibliography.bib:1233,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC078
CITE.NQSC175.NQSC016,citation,DTO175.paper,OPW016.paper,paper_cites_paper,NQSC175,2025,2025,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2507.08418v4/bibliography.bib:769,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC016
CITE.NQSC175.NQSC028,citation,DTO175.paper,OPW028.paper,paper_cites_paper,NQSC175,2025,2025,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2507.08418v4/bibliography.bib:633,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC028
CITE.NQSC175.NQSC026,citation,DTO175.paper,HPM026.paper,paper_cites_paper,NQSC175,2025,2025,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2507.08418v4/bibliography.bib:740,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC026
CITE.NQSC175.NQSC003,citation,DTO175.paper,HPM003.paper,paper_cites_paper,NQSC175,2025,2025,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2507.08418v4/bibliography.bib:679,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC003
CITE.NQSC175.NQSC030,citation,DTO175.paper,HPM030.paper,paper_cites_paper,NQSC175,2025,2025,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2507.08418v4/bibliography.bib:862,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC030
CITE.NQSC175.NQSC059,citation,DTO175.paper,HPM059.paper,paper_cites_paper,NQSC175,2025,2025,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2507.08418v4/bibliography.bib:1092,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC059
CITE.NQSC175.NQSC015,citation,DTO175.paper,DTO015.paper,paper_cites_paper,NQSC175,2025,2025,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2507.08418v4/bibliography.bib:467,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC015
CITE.NQSC175.NQSC031,citation,DTO175.paper,DTO031.paper,paper_cites_paper,NQSC175,2025,2025,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2507.08418v4/bibliography.bib:1122,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC031
CITE.NQSC175.NQSC063,citation,DTO175.paper,DTO063.paper,paper_cites_paper,NQSC175,2025,2025,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2507.08418v4/bibliography.bib:559,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC063
CITE.NQSC178.NQSC030,citation,DTO178.paper,HPM030.paper,paper_cites_paper,NQSC178,2025,2025,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2507.17421v2/citation_backfill_thebibliography.bbl:49,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC030
CITE.NQSC178.NQSC031,citation,DTO178.paper,DTO031.paper,paper_cites_paper,NQSC178,2025,2025,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2507.17421v2/citation_backfill_thebibliography.bbl:89,[redacted_for_public_release],high,false,false,citation_match=arxiv_id; cited_paper_id=NQSC031
CITE.NQSC201.NQSC004,citation,DTO201.paper,FWP004.paper,paper_cites_paper,NQSC201,2026,2026,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2601.20950v1/main.bbl:1371,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC004
CITE.NQSC201.NQSC034,citation,DTO201.paper,APW034.paper,paper_cites_paper,NQSC201,2026,2026,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2601.20950v1/main.bbl:2468,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC034
CITE.NQSC201.NQSC040,citation,DTO201.paper,DTO040.paper,paper_cites_paper,NQSC201,2026,2026,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2601.20950v1/main.bbl:1483,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC040
CITE.NQSC201.NQSC077,citation,DTO201.paper,DTO077.paper,paper_cites_paper,NQSC201,2026,2026,reference_list,extraction_waves/dynamics_tomography_wave_v0/text/2601.20950v1/main.bbl:1313,[redacted_for_public_release],medium,false,false,citation_match=title_exact; cited_paper_id=NQSC077
